source_node,target_node,edge_type
20373,50292,GO
14992,23716,GO
26045,29775,GO
51679,14195,GO
22595,32239,GO
28506,24643,GO
14913,34381,GO
15612,17619,GO
27525,36194,GO
43853,45132,GO
17881,20395,GO
27970,43684,GO
49572,15782,GO
19834,47246,GO
51392,50782,GO
13739,28078,GO
21715,39460,GO
49545,20907,GO
47259,28434,GO
30970,24794,GO
16057,37765,GO
45697,39856,GO
47922,34723,GO
37555,26197,GO
37785,36454,GO
25373,36901,GO
24959,18012,GO
37446,43975,GO
14504,30057,GO
32776,13857,GO
31576,14657,GO
28042,37826,GO
49561,43957,GO
17105,13412,GO
45019,35101,GO
42760,32174,GO
17436,48424,GO
20910,15458,GO
32409,15075,GO
45418,48586,GO
37926,50627,GO
29279,34058,GO
38710,27546,GO
42413,25593,GO
16230,25061,GO
15397,16169,GO
34994,35597,GO
17804,15464,GO
18376,36053,GO
18889,32110,GO
45281,40141,GO
19551,48895,GO
43093,41110,GO
44896,41064,GO
50724,52488,GO
13001,43272,GO
18943,49194,GO
18785,12981,GO
25392,20738,GO
51631,12943,GO
39948,49164,GO
22727,33257,GO
35872,50822,GO
20448,18828,GO
33442,18093,GO
27851,16634,GO
39023,31477,GO
34226,30502,GO
28786,46908,GO
36789,35495,GO
40544,22728,GO
35151,43093,GO
25245,39484,GO
31140,47682,GO
21391,38768,GO
48755,13124,GO
44794,28987,GO
22401,33437,GO
44745,19782,GO
16773,52754,GO
31093,38617,GO
35760,26047,GO
37542,34148,GO
42747,46929,GO
52840,28329,GO
43975,46102,GO
44182,28025,GO
15290,46310,GO
32336,17509,GO
13425,38842,GO
52860,38662,GO
36633,15171,GO
52889,31422,GO
33833,18389,GO
46904,29932,GO
47179,47676,GO
32550,33103,GO
13776,42065,GO
43863,17484,GO
34976,26566,GO
15754,35015,GO
15605,53220,GO
35907,49074,GO
33798,51054,GO
32231,19253,GO
51963,22219,GO
19904,21785,GO
29769,25477,GO
41864,34252,GO
13718,51651,GO
52088,31106,GO
34763,45132,GO
40316,27080,GO
39803,46069,GO
50339,33709,GO
26382,35873,GO
15869,33287,GO
13647,51445,GO
15323,50879,GO
43027,31848,GO
50362,46151,GO
34493,16526,GO
32982,50039,GO
46809,47969,GO
13289,44200,GO
25482,39763,GO
28324,52421,GO
16183,44471,GO
34274,36459,GO
38783,20350,GO
38906,41862,GO
47591,37878,GO
13239,32254,GO
43682,37580,GO
43948,38427,GO
27979,23502,GO
15941,22270,GO
32961,28070,GO
50112,46245,GO
40646,39075,GO
39782,40405,GO
42009,32653,GO
23790,26143,GO
20662,22335,GO
45315,31134,GO
26286,31011,GO
41044,26075,GO
51778,51054,GO
43443,16852,GO
51686,16721,GO
31762,26492,GO
29024,15971,GO
40719,38805,GO
40579,26525,GO
53277,49296,GO
15681,47885,GO
48325,49242,GO
35862,47778,GO
19452,19644,GO
17529,42385,GO
44796,14454,GO
43310,37858,GO
28123,53204,GO
24242,48029,GO
40891,32823,GO
41022,31155,GO
46740,35988,GO
23338,40131,GO
48228,39948,GO
29599,33710,GO
31973,49425,GO
52941,33424,GO
32638,27402,GO
13461,48688,GO
18602,14890,GO
41347,27070,GO
36218,51975,GO
18150,50396,GO
25778,29553,GO
36137,46615,GO
38123,17979,GO
19067,41211,GO
29771,52456,GO
49315,36610,GO
52249,31134,GO
17334,48554,GO
46246,47122,GO
21668,51697,GO
50392,44721,GO
45333,45177,GO
20711,50947,GO
20295,50571,GO
15370,21598,GO
22512,16759,GO
38928,31547,GO
49281,42807,GO
20728,52052,GO
20882,31599,GO
48729,23749,GO
45603,20696,GO
51653,29126,GO
52956,38334,GO
20308,48626,GO
32618,30499,GO
50003,43411,GO
22871,14487,GO
50206,45487,GO
36842,49560,GO
17691,46146,GO
49700,47326,GO
23725,14193,GO
52051,48514,GO
44094,40982,GO
50924,42065,GO
16639,46351,GO
24207,31691,GO
51598,49395,GO
40553,34090,GO
24079,21660,GO
31797,20722,GO
26068,44528,GO
24399,24765,GO
23961,14933,GO
13066,45428,GO
33762,27379,GO
48426,46048,GO
20699,41160,GO
19327,32229,GO
27221,20741,GO
31791,37641,GO
12908,17532,GO
47137,44509,GO
25793,51005,GO
50796,13924,GO
24698,18510,GO
21685,43493,GO
30265,33679,GO
53399,23328,GO
45544,34240,GO
51263,15326,GO
40762,40342,GO
38731,46082,GO
16384,17779,GO
44174,30923,GO
20023,42529,GO
31011,52493,GO
42510,19539,GO
31162,21200,GO
51823,52989,GO
21268,34179,GO
50763,35692,GO
35565,36194,GO
53057,13655,GO
41580,41626,GO
46330,16460,GO
37999,50377,GO
23278,19215,GO
23963,52855,GO
22105,20654,GO
45206,27643,GO
39962,17183,GO
47745,50622,GO
20331,45334,GO
44854,41862,GO
16612,24155,GO
18673,44072,GO
34540,20738,GO
15666,29126,GO
24192,46663,GO
14902,18318,GO
44342,39007,GO
16196,18247,GO
17684,31134,GO
16344,16743,GO
27087,15515,GO
34960,37047,GO
49152,29787,GO
47623,41862,GO
48257,27030,GO
36594,28683,GO
24077,44528,GO
33278,38805,GO
20906,13157,GO
24455,51697,GO
43775,18714,GO
20771,37715,GO
33092,25122,GO
39773,37062,GO
22721,24196,GO
17175,22709,GO
13318,18212,GO
52945,33446,GO
46889,20122,GO
53400,27032,GO
33737,22630,GO
40392,38312,GO
19631,42350,GO
34124,39848,GO
18242,52458,GO
13332,50370,GO
44672,15366,GO
19392,34264,GO
22588,42367,GO
48679,16969,GO
13862,46404,GO
29453,26524,GO
20587,50284,GO
37772,18085,GO
18285,29951,GO
49378,52285,GO
46354,18058,GO
40141,26183,GO
36077,47935,GO
18482,18215,GO
28591,30138,GO
47490,38625,GO
23658,15982,GO
26920,18717,GO
40704,37484,GO
16309,35597,GO
23512,38886,GO
39994,35652,GO
30950,23556,GO
30099,41225,GO
14560,22310,GO
44959,37342,GO
49424,17942,GO
45173,30023,GO
22100,27114,GO
24732,31258,GO
42080,27044,GO
37675,17919,GO
36828,43028,GO
49238,39587,GO
13126,32278,GO
33124,14547,GO
19688,38334,GO
30975,37366,GO
22308,44377,GO
47292,18321,GO
35054,18170,GO
37229,22357,GO
46010,23751,GO
24839,46066,GO
20279,41601,GO
51819,16170,GO
19282,50102,GO
23967,45098,GO
42791,52373,GO
13734,24999,GO
41812,33760,GO
38744,51092,GO
41695,29060,GO
31673,30868,GO
20160,21234,GO
30927,52226,GO
41153,24311,GO
13247,39630,GO
51883,24061,GO
18877,18811,GO
20459,27914,GO
24904,27032,GO
34227,21294,GO
17712,19629,GO
52142,23671,GO
20947,17079,GO
36155,13052,GO
29325,47269,GO
51108,48498,GO
38228,16426,GO
49397,23599,GO
51689,45738,GO
15825,21265,GO
46815,38199,GO
33139,36564,GO
51558,18244,GO
35127,34215,GO
46875,42725,GO
20359,40928,GO
25201,37641,GO
33726,38495,GO
45665,16341,GO
35219,24876,GO
38524,42510,GO
53290,23908,GO
23353,40485,GO
38814,28078,GO
18590,38949,GO
13345,19797,GO
14201,28070,GO
17003,21871,GO
28030,35873,GO
19681,15420,GO
45839,34240,GO
15874,19606,GO
51969,38605,GO
24854,37461,GO
29126,45066,GO
24007,14650,GO
45480,30146,GO
37220,18576,GO
26832,14277,GO
29728,23807,GO
46580,38796,GO
44227,27945,GO
47028,33962,GO
49010,53109,GO
28317,24345,GO
50994,22097,GO
27131,20583,GO
50654,26848,GO
14969,20450,GO
19485,38964,GO
33658,19250,GO
26344,19618,GO
40476,31592,GO
45738,51400,GO
17608,46113,GO
13363,39531,GO
15558,34968,GO
36825,51975,GO
19136,51978,GO
47681,52614,GO
38905,27969,GO
13771,33365,GO
36290,21906,GO
38049,42485,GO
39901,37322,GO
13282,32362,GO
27987,16065,GO
29523,38211,GO
15035,27149,GO
13890,26569,GO
43550,46822,GO
35689,26343,GO
48950,52331,GO
43806,18861,GO
50625,46858,GO
52976,21172,GO
48434,51295,GO
25143,26075,GO
21990,38805,GO
13686,49348,GO
21653,42793,GO
22906,35697,GO
22931,50335,GO
49930,13189,GO
36959,21977,GO
30680,44059,GO
26703,25308,GO
15999,15089,GO
25325,39988,GO
27662,37722,GO
20989,49654,GO
23824,30061,GO
18126,21084,GO
44879,35248,GO
20018,14936,GO
27559,41199,GO
50099,29978,GO
40475,33972,GO
32111,22883,GO
53478,36599,GO
14212,32110,GO
46708,29230,GO
29370,14136,GO
35938,44240,GO
23989,38309,GO
39725,22152,GO
30985,18048,GO
40159,48687,GO
49455,24434,GO
34688,15089,GO
48940,13638,GO
49779,30658,GO
47326,31849,GO
16878,16050,GO
34140,21514,GO
21773,24896,GO
27986,36378,GO
35238,46389,GO
22052,19055,GO
13612,23737,GO
21718,37880,GO
43693,50402,GO
22239,19061,GO
48275,32157,GO
26964,39676,GO
44556,44267,GO
16589,21156,GO
48316,31180,GO
21152,45383,GO
16793,22938,GO
31156,28901,GO
37205,33405,GO
15468,14226,GO
43156,18323,GO
49262,22160,GO
27090,51009,GO
15086,31428,GO
23955,49578,GO
18801,26018,GO
35728,22955,GO
45113,39740,GO
20065,53287,GO
31843,49560,GO
46128,52560,GO
19736,18697,GO
41534,46588,GO
30935,42058,GO
28225,13780,GO
43460,24171,GO
42887,14541,GO
14065,25168,GO
22524,46736,GO
49599,16815,GO
51873,46395,GO
40636,26217,GO
17405,29787,GO
49402,41862,GO
49289,29085,GO
36676,18682,GO
47618,20416,GO
26788,47160,GO
15007,33500,GO
20384,30925,GO
16022,25797,GO
44357,37547,GO
35054,29932,GO
44277,20986,GO
35041,35165,GO
16744,39700,GO
38697,12890,GO
34777,25986,GO
33096,24311,GO
18554,37562,GO
17251,41253,GO
17402,45431,GO
39347,21294,GO
40546,42177,GO
40334,31106,GO
15682,47951,GO
28615,24196,GO
46987,37332,GO
37801,50561,GO
23114,49849,GO
32320,45134,GO
30964,45838,GO
18936,15128,GO
39724,29058,GO
49959,49849,GO
26851,44681,GO
17237,46069,GO
52607,19540,GO
53491,53154,GO
34988,44761,GO
50125,48165,GO
46492,31007,GO
51891,50622,GO
20943,20919,GO
19966,20470,GO
17722,28641,GO
53275,50583,GO
19475,23337,GO
47257,13078,GO
45287,30881,GO
42998,20083,GO
27723,46173,GO
22960,44748,GO
14140,50366,GO
47989,39766,GO
17935,30917,GO
33423,37047,GO
52162,21980,GO
40595,17979,GO
25245,52099,GO
23462,39948,GO
27667,24184,GO
35259,28048,GO
41917,45936,GO
49034,53021,GO
16576,49558,GO
16495,41664,GO
45237,52406,GO
22048,35597,GO
15294,24245,GO
51423,27654,GO
30370,19215,GO
23509,41590,GO
34594,36927,GO
31036,49923,GO
26652,36194,GO
14366,18717,GO
33194,45231,GO
40368,18132,GO
19940,35493,GO
15481,35418,GO
21779,24677,GO
49966,24196,GO
28792,49275,GO
35459,20653,GO
14637,21409,GO
50684,47897,GO
36791,49627,GO
27895,23337,GO
48756,25918,GO
42905,30121,GO
40137,17834,GO
28419,37332,GO
22143,16386,GO
21190,31992,GO
45134,39765,GO
30934,23275,GO
51004,44026,GO
17896,16476,GO
38004,31898,GO
45904,17962,GO
36070,45214,GO
20779,17942,GO
26501,38102,GO
21635,49582,GO
30840,25775,GO
33532,24602,GO
22665,32110,GO
43143,52458,GO
50319,25093,GO
38920,39740,GO
37461,32761,GO
48183,34434,GO
29375,14669,GO
46237,18323,GO
22309,18037,GO
14695,18268,GO
14635,42199,GO
17641,21863,GO
51334,14697,GO
49930,26075,GO
43066,17843,GO
39539,47623,GO
42320,13294,GO
36400,27370,GO
42262,13327,GO
19128,38805,GO
19041,41283,GO
43479,16460,GO
29292,45176,GO
29442,34756,GO
40640,44721,GO
44242,43886,GO
34948,31210,GO
41809,52126,GO
52688,50555,GO
45837,19626,GO
14052,20166,GO
44771,36610,GO
21729,44514,GO
48865,15326,GO
28493,47689,GO
22137,32667,GO
42354,37352,GO
37147,31974,GO
13135,39286,GO
45148,27443,GO
14622,32693,GO
28621,50537,GO
51100,21000,GO
34481,28371,GO
42057,17379,GO
34948,53213,GO
42681,17592,GO
41520,28764,GO
15086,45054,GO
40856,27581,GO
15862,20012,GO
24676,15654,GO
26386,43547,GO
21696,46128,GO
34247,28970,GO
43563,20913,GO
17234,29787,GO
38304,49568,GO
39769,34346,GO
28553,23004,GO
22967,49425,GO
50509,42367,GO
46204,28829,GO
40986,52505,GO
20454,30023,GO
39862,25897,GO
38730,49425,GO
16073,38805,GO
46523,36584,GO
46001,44928,GO
16912,26075,GO
25764,17133,GO
17422,14669,GO
18261,36303,GO
21770,47951,GO
14381,38713,GO
39953,46048,GO
52879,43469,GO
51079,31457,GO
14732,46060,GO
36016,49777,GO
44598,46245,GO
14034,36211,GO
35327,13588,GO
30803,38392,GO
31619,26047,GO
31128,18293,GO
32159,35752,GO
25620,43833,GO
49829,47858,GO
45319,51097,GO
24073,31917,GO
37722,13743,GO
31948,47277,GO
23932,37401,GO
30015,30681,GO
25924,51619,GO
29647,25351,GO
41840,21899,GO
15281,45132,GO
22199,24710,GO
46961,28173,GO
38128,17878,GO
34195,27125,GO
46147,35226,GO
45560,19942,GO
14530,31017,GO
31797,37711,GO
23005,40471,GO
16425,26524,GO
22384,39912,GO
19153,53319,GO
52142,50284,GO
37219,52052,GO
50476,39846,GO
39677,17640,GO
36389,42065,GO
42657,37526,GO
46102,25739,GO
35206,22395,GO
43703,26047,GO
24347,26125,GO
40036,38805,GO
50964,48913,GO
43341,16460,GO
37028,29026,GO
43463,39075,GO
51345,44561,GO
34446,25620,GO
16498,17406,GO
18210,49027,GO
15930,44680,GO
20087,49232,GO
51195,18268,GO
53210,33511,GO
15975,33387,GO
49308,36172,GO
14548,39800,GO
23995,29179,GO
35682,44267,GO
36940,34719,GO
15079,47807,GO
23112,24639,GO
27141,47913,GO
38708,18081,GO
29075,48219,GO
36544,38805,GO
35929,41370,GO
33842,13614,GO
21539,40092,GO
47609,46164,GO
36905,25944,GO
49016,43028,GO
27324,31545,GO
20034,29700,GO
50619,38805,GO
15163,37765,GO
33502,31428,GO
45674,44213,GO
13030,37332,GO
33555,42477,GO
29963,52052,GO
39940,46746,GO
46917,29945,GO
47814,32110,GO
38067,29034,GO
46694,27641,GO
31669,49360,GO
40462,41498,GO
53141,52626,GO
40649,14543,GO
37121,28906,GO
42453,20648,GO
32218,18123,GO
50178,19538,GO
25999,37062,GO
34374,30102,GO
37378,39003,GO
50244,40283,GO
29529,47160,GO
42599,44309,GO
14340,32776,GO
20071,13312,GO
16908,25593,GO
44469,14351,GO
36073,29367,GO
51446,14385,GO
47009,38293,GO
17771,37424,GO
27606,40527,GO
30296,37047,GO
51799,50035,GO
44329,31991,GO
49153,50970,GO
16171,36523,GO
24703,19730,GO
51113,44943,GO
23136,24196,GO
40949,18510,GO
47066,38133,GO
36766,31305,GO
44976,19539,GO
23067,30018,GO
43419,12902,GO
17667,49383,GO
15951,45132,GO
31151,52626,GO
50372,27672,GO
42407,23272,GO
21533,43948,GO
49459,33167,GO
21416,18519,GO
31875,37366,GO
29588,51232,GO
13953,33500,GO
37298,44618,GO
34319,32423,GO
51332,16842,GO
46851,26678,GO
44600,36194,GO
27756,26385,GO
50985,24140,GO
26897,36290,GO
18777,45851,GO
37160,15977,GO
52866,49849,GO
19225,30041,GO
43668,27125,GO
34910,47150,GO
31781,20665,GO
17042,38012,GO
33463,49603,GO
29562,31617,GO
13753,22776,GO
37416,14294,GO
37429,42687,GO
49379,35678,GO
16189,37798,GO
21328,32401,GO
39656,29437,GO
35097,30820,GO
31775,21262,GO
30927,16961,GO
46980,24233,GO
13812,52599,GO
13636,42505,GO
38934,15982,GO
46467,17524,GO
19102,52452,GO
30530,17473,GO
38136,26438,GO
46235,31328,GO
42216,39948,GO
43804,46663,GO
30125,26491,GO
17576,46622,GO
36791,19392,GO
40761,28767,GO
35373,30331,GO
16950,23749,GO
19800,46984,GO
40103,37352,GO
47151,24828,GO
21212,15905,GO
45355,21178,GO
27598,21394,GO
37451,39982,GO
27648,39982,GO
41437,49275,GO
17289,51446,GO
41891,16050,GO
52557,19994,GO
22001,52533,GO
17952,30734,GO
16358,28235,GO
23959,25626,GO
51966,22064,GO
23594,15028,GO
19621,30844,GO
42541,31183,GO
23347,37902,GO
31975,25039,GO
31630,39918,GO
53493,35101,GO
46552,49148,GO
17377,22270,GO
46117,45555,GO
22190,49070,GO
21308,47984,GO
51006,51285,GO
50641,25969,GO
36012,25122,GO
22388,51204,GO
22450,27928,GO
14207,51288,GO
49159,47158,GO
43791,33992,GO
15113,36039,GO
51194,25593,GO
19908,45043,GO
42990,37878,GO
32310,39527,GO
51527,33742,GO
23601,31731,GO
51765,19461,GO
44813,50145,GO
20467,30201,GO
22632,34057,GO
40363,30124,GO
33875,35873,GO
35543,29504,GO
20554,46130,GO
24727,27032,GO
53335,37052,GO
28012,38839,GO
30598,47293,GO
46417,37047,GO
43750,36199,GO
24749,25183,GO
44726,45880,GO
19456,24277,GO
32361,49603,GO
40051,22142,GO
22727,29370,GO
39387,15306,GO
26465,52560,GO
19998,52456,GO
14279,34829,GO
35588,48216,GO
51543,29927,GO
31155,13908,GO
27226,52938,GO
33984,16400,GO
23906,50631,GO
41075,53317,GO
23211,24508,GO
36496,21923,GO
44283,31996,GO
39892,42976,GO
51473,46310,GO
24210,30853,GO
23116,25168,GO
35505,25961,GO
51644,32761,GO
25984,21828,GO
30530,42058,GO
37462,52231,GO
23686,40092,GO
17581,31575,GO
43595,33662,GO
48250,46979,GO
17739,38805,GO
52189,29787,GO
15009,13587,GO
40661,43507,GO
24447,33709,GO
19932,35015,GO
15296,13390,GO
49764,19425,GO
24319,34330,GO
34861,35597,GO
24779,47987,GO
30911,51907,GO
23267,24458,GO
45189,19785,GO
34215,36659,GO
31998,33167,GO
26849,48023,GO
43191,40844,GO
46810,50053,GO
52789,17611,GO
18804,51367,GO
39037,49882,GO
20748,34372,GO
28439,39188,GO
40768,23823,GO
21787,21584,GO
20479,48563,GO
33049,37787,GO
45876,36532,GO
25200,38523,GO
53330,14026,GO
23930,44792,GO
13614,17588,GO
49202,29056,GO
36655,45776,GO
37481,49424,GO
26355,37974,GO
40312,53486,GO
39168,47699,GO
20035,13851,GO
43071,18124,GO
41989,17509,GO
31738,13602,GO
38739,44366,GO
39046,21843,GO
38838,34103,GO
20692,49964,GO
26461,28567,GO
27797,32321,GO
13727,28962,GO
53415,45485,GO
35966,24555,GO
22630,30632,GO
45893,21781,GO
41599,14399,GO
48048,38658,GO
32392,50776,GO
43263,47269,GO
33140,29005,GO
33546,14999,GO
49715,35697,GO
39601,28434,GO
47242,43507,GO
33233,34103,GO
47696,22135,GO
18572,39172,GO
21897,26112,GO
28995,28197,GO
36549,44528,GO
19451,19840,GO
49271,34332,GO
15856,31646,GO
25764,36194,GO
48744,22732,GO
15217,53154,GO
28303,34475,GO
27381,48737,GO
38223,27156,GO
38562,27539,GO
17462,51523,GO
29293,15801,GO
20113,21097,GO
29443,46500,GO
21608,38776,GO
15579,27876,GO
46834,31895,GO
49515,29125,GO
13685,38805,GO
27509,25009,GO
30590,21335,GO
36015,23101,GO
34230,46459,GO
13706,51906,GO
50040,47207,GO
13582,48728,GO
46470,25883,GO
15749,53016,GO
43820,20046,GO
46594,25723,GO
20015,49232,GO
16575,43531,GO
28562,25971,GO
47499,38805,GO
27574,15425,GO
50925,40801,GO
36913,14759,GO
36791,35027,GO
18641,19996,GO
48348,40772,GO
46517,16815,GO
53517,27199,GO
33868,21409,GO
16185,29766,GO
42335,36199,GO
42260,43201,GO
39345,31065,GO
32818,30251,GO
51631,20538,GO
47802,39511,GO
49584,18308,GO
31663,33124,GO
18811,39918,GO
48311,38600,GO
23724,18235,GO
33993,25024,GO
44829,31484,GO
49947,28991,GO
45783,39467,GO
33554,22201,GO
40369,28992,GO
13446,18849,GO
17786,32389,GO
50062,14142,GO
41630,50822,GO
36104,28828,GO
21943,47150,GO
28304,22732,GO
23598,29591,GO
49338,49739,GO
25547,23292,GO
45580,30148,GO
26862,14006,GO
52557,34381,GO
22214,31205,GO
25181,47490,GO
14707,46849,GO
20643,52111,GO
29288,27245,GO
13003,19785,GO
36272,25482,GO
50623,45132,GO
23892,33313,GO
50946,24999,GO
34198,28863,GO
28709,17610,GO
14988,39878,GO
19764,23167,GO
43988,33327,GO
15264,51802,GO
53102,22369,GO
28793,50427,GO
46713,35401,GO
13203,45964,GO
50307,28175,GO
52081,28002,GO
40358,20528,GO
39491,51762,GO
41386,37896,GO
45960,24994,GO
47281,24848,GO
34569,52625,GO
19240,20543,GO
40728,38571,GO
38213,21810,GO
13340,30112,GO
48700,19459,GO
22753,15464,GO
48781,49568,GO
30592,41664,GO
47877,38334,GO
15533,52804,GO
35855,24555,GO
41136,14622,GO
51293,27001,GO
15833,49232,GO
24731,27156,GO
40775,21409,GO
34856,15714,GO
49915,50389,GO
34917,53464,GO
28269,51295,GO
50644,48653,GO
40293,28371,GO
13469,33696,GO
34814,18875,GO
39859,32179,GO
37695,19656,GO
28940,21223,GO
48898,33057,GO
39335,26615,GO
46738,53050,GO
26119,24024,GO
24719,24783,GO
19610,20011,GO
35645,25876,GO
24633,38137,GO
27077,18065,GO
13129,19547,GO
40666,15738,GO
41473,13884,GO
15519,21294,GO
49651,46736,GO
41330,38904,GO
33328,17672,GO
28500,33378,GO
16268,31134,GO
32584,24014,GO
31092,26828,GO
19636,15027,GO
24986,35328,GO
37829,16306,GO
47221,47807,GO
25710,16410,GO
18716,25804,GO
23150,28301,GO
44485,25216,GO
41163,28310,GO
50448,13054,GO
17485,32772,GO
38781,13616,GO
16652,17438,GO
30464,33511,GO
24804,12929,GO
24899,29617,GO
16970,28016,GO
27489,31726,GO
16506,31106,GO
46397,42199,GO
38849,46492,GO
39900,24411,GO
45310,36184,GO
